pair_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,10,3276.3833000000004,5.281009395308235,3267.996,3276.3985000000002,3283.2819999999997,3283.7095,3284.0515,3284.137
0,ttft_ms_phase_b,10,29.090899999999998,3.734954839828129,24.926,28.1515,33.0191,34.78355,36.19511,36.548
0,tpot_ms_phase_b,10,11.523918599999998,0.006202652966450477,11.512541,11.523751,11.5326969,11.53325445,11.53370049,11.533812
0,prefill_time_ms_phase_b,10,18.8439,0.050610604949292474,18.781,18.835,18.9223,18.923650000000002,18.92473,18.925
0,ttft_compute_window_ms_phase_b,10,28.8878,3.737955911992543,24.774,27.738999999999997,32.8701,34.63455,36.04611,36.399
0,e2e_non_gpu_wall_ms,10,328.7613,5.045579562569818,321.347,329.7315,333.46569999999997,334.67035,335.63407,335.875
0,ttft_non_gpu_wall_ms,10,10.283900000000001,3.721099820990802,6.171,9.376000000000001,14.224499999999999,15.972749999999996,17.37135,17.721
0,tpot_non_gpu_wall_ms,10,0.03902780000000001,0.002080168465399965,0.037341,0.0384295,0.0398744,0.04227469999999999,0.04419494,0.044675
0,prefill_non_gpu_wall_ms,10,0.03749999999999999,0.0007071067811865482,0.036,0.038,0.038,0.038,0.038,0.038
0,e2e_non_gpu_wall_ratio,10,0.10034079999999998,0.0013887193781002387,0.098231,0.100638,0.1017077,0.10198984999999999,0.10221557,0.102272
0,ttft_non_gpu_wall_ratio,10,0.3444757,0.07866474714755581,0.247574,0.33219,0.4301485,0.4575107499999999,0.47940055,0.484873
0,tpot_non_gpu_wall_ratio,10,0.0033867999999999997,0.00018060749338459533,0.003238,0.0033350000000000003,0.0034611999999999998,0.0036690999999999994,0.00383542,0.003877
0,prefill_non_gpu_wall_ratio,10,0.0019898,3.536413751559934e-05,0.001912,0.002008,0.0020192,0.0020201,0.00202082,0.002021
0,queue_ms_phase_b,10,0.2032,0.1626351062279537,0.149,0.151,0.20879999999999982,0.43739999999999946,0.6202800000000002,0.666
0,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,10,0.8167,0.01759450671848079,0.789,0.8145,0.8322999999999999,0.8426499999999999,0.85093,0.853
0,raw_e2e_ms_including_barrier_phase_b,10,3277.2,5.2751066971831415,3268.826,3277.2250000000004,3284.0962,3284.5200999999997,3284.85922,3284.944
0,raw_e2ft_ms_including_barrier_phase_b,10,29.907600000000002,3.738915534988425,25.74,28.991999999999997,33.8356,35.60679999999999,37.02376,37.378
0,prefill_active_thread_count,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_active_thread_count_edge,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_active_thread_count_sample_p90,10,3.2,0.4216370213557839,3.0,3.0,4.0,4.0,4.0,4.0
0,prefill_active_thread_count_union,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_effective_cpu_cores,10,447.1938,68.67230229753801,325.575,456.40250000000003,522.989,534.752,544.1624,546.515
0,decode_active_thread_count_avg,10,3.2603,0.02168998744940988,3.235,3.2569999999999997,3.2868,3.2904,3.29328,3.294
0,decode_active_thread_count_edge_avg,10,3.2603,0.02168998744940988,3.235,3.2569999999999997,3.2868,3.2904,3.29328,3.294
0,decode_active_thread_count_sample_p90_avg,10,2.6557,0.021509946019871357,2.631,2.649,2.6773,2.6876499999999997,2.69593,2.698
0,decode_active_thread_count_sample_max_peak,10,4.4,0.699205898780101,4.0,4.0,5.1,5.549999999999999,5.91,6.0
0,decode_active_thread_count_union_avg,10,3.2603,0.02168998744940988,3.235,3.2569999999999997,3.2868,3.2904,3.29328,3.294
0,decode_effective_cpu_cores_avg,10,428.9398,8.650922298935647,420.611,424.314,440.38009999999997,442.53155,444.25271,444.683
0,decode_effective_cpu_cores_p90,10,543.6571,12.237911799449723,530.815,539.7465,559.5496,564.7543,568.91806,569.959
0,decode_effective_cpu_cores_max,10,673.224,35.15361816055039,616.258,687.4845,703.7801,710.98055,716.74091,718.181
0,prefill_total_threads_mean,10,129.4,1.2649110640673515,129.0,129.0,129.4,131.2,132.64,133.0
0,decode_total_threads_mean_avg,10,129.4,1.2649110640673515,129.0,129.0,129.4,131.2,132.64,133.0
0,decode_total_threads_max_peak,10,129.4,1.2649110640673515,129.0,129.0,129.4,131.2,132.64,133.0
1,e2e_ms_phase_b,10,3276.3833000000004,5.281009395308235,3267.996,3276.3985000000002,3283.2819999999997,3283.7095,3284.0515,3284.137
1,ttft_ms_phase_b,10,29.090899999999998,3.734954839828129,24.926,28.1515,33.0191,34.78355,36.19511,36.548
1,tpot_ms_phase_b,10,11.523918599999998,0.006202652966450477,11.512541,11.523751,11.5326969,11.53325445,11.53370049,11.533812
1,prefill_time_ms_phase_b,10,18.8439,0.050610604949292474,18.781,18.835,18.9223,18.923650000000002,18.92473,18.925
1,ttft_compute_window_ms_phase_b,10,28.8878,3.737955911992543,24.774,27.738999999999997,32.8701,34.63455,36.04611,36.399
1,e2e_non_gpu_wall_ms,10,328.7613,5.045579562569818,321.347,329.7315,333.46569999999997,334.67035,335.63407,335.875
1,ttft_non_gpu_wall_ms,10,10.283900000000001,3.721099820990802,6.171,9.376000000000001,14.224499999999999,15.972749999999996,17.37135,17.721
1,tpot_non_gpu_wall_ms,10,0.03902780000000001,0.002080168465399965,0.037341,0.0384295,0.0398744,0.04227469999999999,0.04419494,0.044675
1,prefill_non_gpu_wall_ms,10,0.03749999999999999,0.0007071067811865482,0.036,0.038,0.038,0.038,0.038,0.038
1,e2e_non_gpu_wall_ratio,10,0.10034079999999998,0.0013887193781002387,0.098231,0.100638,0.1017077,0.10198984999999999,0.10221557,0.102272
1,ttft_non_gpu_wall_ratio,10,0.3444757,0.07866474714755581,0.247574,0.33219,0.4301485,0.4575107499999999,0.47940055,0.484873
1,tpot_non_gpu_wall_ratio,10,0.0033867999999999997,0.00018060749338459533,0.003238,0.0033350000000000003,0.0034611999999999998,0.0036690999999999994,0.00383542,0.003877
1,prefill_non_gpu_wall_ratio,10,0.0019898,3.536413751559934e-05,0.001912,0.002008,0.0020192,0.0020201,0.00202082,0.002021
1,queue_ms_phase_b,10,0.2032,0.1626351062279537,0.149,0.151,0.20879999999999982,0.43739999999999946,0.6202800000000002,0.666
1,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,raw_to_latency_submit_gap_ms_phase_b,10,0.4784999999999999,0.011825114516711172,0.463,0.4745,0.496,0.496,0.496,0.496
1,raw_e2e_ms_including_barrier_phase_b,10,3276.8617,5.274758278821878,3268.486,3276.8795,3283.754,3284.1769999999997,3284.5153999999998,3284.6
1,raw_e2ft_ms_including_barrier_phase_b,10,29.5693,3.7395210641055203,25.402,28.644,33.4944,35.2692,36.68904,37.044
1,prefill_active_thread_count,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
1,prefill_active_thread_count_edge,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
1,prefill_active_thread_count_sample_p90,10,3.2,0.4216370213557839,3.0,3.0,4.0,4.0,4.0,4.0
1,prefill_active_thread_count_union,10,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
1,prefill_effective_cpu_cores,10,447.1938,68.67230229753801,325.575,456.40250000000003,522.989,534.752,544.1624,546.515
1,decode_active_thread_count_avg,10,3.2603,0.02168998744940988,3.235,3.2569999999999997,3.2868,3.2904,3.29328,3.294
1,decode_active_thread_count_edge_avg,10,3.2603,0.02168998744940988,3.235,3.2569999999999997,3.2868,3.2904,3.29328,3.294
1,decode_active_thread_count_sample_p90_avg,10,2.6557,0.021509946019871357,2.631,2.649,2.6773,2.6876499999999997,2.69593,2.698
