pair_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,10,3311.0054000000005,4.4636314612904675,3302.289,3310.3810000000003,3315.7785,3317.27025,3318.46365,3318.762
0,ttft_ms_phase_b,10,86.22740000000002,34.769677965466144,35.634,98.9815,121.54390000000001,121.68295,121.79419,121.822
0,tpot_ms_phase_b,10,11.5244587,0.008498934835874777,11.513592,11.523892,11.534131299999999,11.53843015,11.54186923,11.542729
0,prefill_time_ms_phase_b,10,18.7639,0.05847402082216624,18.675,18.753,18.839100000000002,18.84405,18.84801,18.849
0,ttft_compute_window_ms_phase_b,10,86.07039999999999,34.77044952957739,35.478,98.82300000000001,121.38900000000001,121.52850000000001,121.6401,121.668
0,e2e_non_gpu_wall_ms,10,363.4951,4.1564722608909115,355.003,364.9655,367.5034,367.7572,367.96024,368.011
0,ttft_non_gpu_wall_ms,10,67.5015,34.77079874853483,16.94,80.2345,102.7593,102.97215,103.14243,103.185
0,tpot_non_gpu_wall_ms,10,0.0397619,0.002644689036540969,0.037804,0.0389155,0.0411242,0.04408159999999999,0.04644752,0.047039
0,prefill_non_gpu_wall_ms,10,0.0382,0.0006324555320336764,0.037,0.038,0.039,0.039,0.039,0.039
0,e2e_non_gpu_wall_ratio,10,0.10978269999999998,0.0011245126401147202,0.107502,0.110212,0.1108349,0.11086145,0.11088269,0.110888
0,ttft_non_gpu_wall_ratio,10,0.7316442999999999,0.14629726757686062,0.475394,0.8095695,0.8454499,0.84623245,0.84685849,0.847015
0,tpot_non_gpu_wall_ratio,10,0.0034502000000000005,0.00022738552675528347,0.003281,0.003378,0.0035701,0.003822549999999999,0.004024509999999999,0.004075
0,prefill_non_gpu_wall_ratio,10,0.0020359,3.603223865127203e-05,0.001964,0.0020305,0.0020811,0.00208155,0.00208191,0.002082
0,queue_ms_phase_b,10,0.1572,0.0020976176963403053,0.155,0.157,0.1601,0.16055,0.16091,0.161
0,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,10,0.8176,0.014175095531718026,0.793,0.8174999999999999,0.834,0.834,0.834,0.834
