pair_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,10,3296.1275,14.915491575688852,3271.253,3299.035,3311.9976,3314.7948,3317.03256,3317.592
0,ttft_ms_phase_b,10,77.49130000000001,58.07099580695264,23.259,65.4345,167.27769999999998,172.10035,175.95847,176.923
0,tpot_ms_phase_b,10,11.5217028,0.0076619098402419365,11.513502,11.521149000000001,11.5295478,11.5341504,11.53783248,11.538753
0,prefill_time_ms_phase_b,10,18.7593,0.05068870134896374,18.668,18.779,18.8021,18.80705,18.81101,18.812
0,ttft_compute_window_ms_phase_b,10,77.32780000000001,58.07860655621062,23.101,65.28150000000001,167.1192,171.9441,175.80402,176.769
0,e2e_non_gpu_wall_ms,10,349.24920000000003,15.767032918931404,323.609,352.4625,365.0416,368.84229999999997,371.88286,372.643
0,ttft_non_gpu_wall_ms,10,58.7697,58.05361818956679,4.508,46.68,148.52710000000002,153.35154999999997,157.21111,158.176
0,tpot_non_gpu_wall_ms,10,0.039273600000000006,0.002310299076358345,0.03769,0.0384725,0.0414201,0.04338255,0.04495251,0.045345
0,prefill_non_gpu_wall_ms,10,0.03779999999999999,0.0006324555320336764,0.037,0.038,0.0381,0.03855,0.03891,0.039
0,e2e_non_gpu_wall_ratio,10,0.10594010000000001,0.004315726292680452,0.098809,0.106838,0.1102179,0.11127045,0.11211249000000001,0.112323
0,ttft_non_gpu_wall_ratio,10,0.5904931,0.2840762995532675,0.193806,0.7084245,0.8878677,0.89095335,0.8934218700000001,0.894039
0,tpot_non_gpu_wall_ratio,10,0.0034086000000000003,0.00020040303834467635,0.003273,0.0033365,0.003594,0.0037649999999999997,0.0039018000000000004,0.003936
0,prefill_non_gpu_wall_ratio,10,0.0020150999999999997,3.524028628966825e-05,0.001968,0.002023,0.0020403,0.00205965,0.00207513,0.002079
0,queue_ms_phase_b,10,0.16330000000000003,0.021229172800129963,0.152,0.1555,0.17429999999999998,0.19814999999999994,0.21723,0.222
0,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,10,0.8294,0.019004093126365057,0.804,0.824,0.8476,0.8593,0.86866,0.871
0,raw_e2e_ms_including_barrier_phase_b,10,3296.9572,14.917254720624749,3272.057,3299.8745,3312.8152,3315.6151,3317.85502,3318.415
0,raw_e2ft_ms_including_barrier_phase_b,10,78.32079999999999,58.071796035979844,24.064,66.259,168.1205,172.93325,176.78345000000002,177.746
0,prefill_active_thread_count,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
0,prefill_active_thread_count_edge,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
0,prefill_active_thread_count_sample_p90,10,3.7600000000000002,0.5561774297230455,3.0,4.0,4.06,4.329999999999999,4.545999999999999,4.6
0,prefill_active_thread_count_union,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
0,prefill_effective_cpu_cores,10,427.3727,158.7315043959103,6.827,477.097,528.2864999999999,529.35075,530.20215,530.415
0,decode_active_thread_count_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
0,decode_active_thread_count_edge_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
0,decode_active_thread_count_sample_p90_avg,10,2.7777000000000003,0.0354120193029303,2.71,2.7725,2.827,2.827,2.827,2.827
0,decode_active_thread_count_sample_max_peak,10,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
0,decode_active_thread_count_union_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
0,decode_effective_cpu_cores_avg,10,441.58000000000004,7.919800642833265,428.915,439.58,452.69599999999997,452.831,452.939,452.966
0,decode_effective_cpu_cores_p90,10,584.9927,10.302417559323965,569.443,584.2135000000001,593.1237,599.6383500000001,604.8500700000001,606.153
0,decode_effective_cpu_cores_max,10,698.4172000000001,27.72842590716048,660.933,695.3595,736.514,743.9839999999999,749.9599999999999,751.454
0,prefill_total_threads_mean,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
0,decode_total_threads_mean_avg,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
0,decode_total_threads_max_peak,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
1,e2e_ms_phase_b,10,3296.1275,14.915491575688852,3271.253,3299.035,3311.9976,3314.7948,3317.03256,3317.592
1,ttft_ms_phase_b,10,77.49130000000001,58.07099580695264,23.259,65.4345,167.27769999999998,172.10035,175.95847,176.923
1,tpot_ms_phase_b,10,11.5217028,0.0076619098402419365,11.513502,11.521149000000001,11.5295478,11.5341504,11.53783248,11.538753
1,prefill_time_ms_phase_b,10,18.7593,0.05068870134896374,18.668,18.779,18.8021,18.80705,18.81101,18.812
1,ttft_compute_window_ms_phase_b,10,77.32780000000001,58.07860655621062,23.101,65.28150000000001,167.1192,171.9441,175.80402,176.769
1,e2e_non_gpu_wall_ms,10,349.24920000000003,15.767032918931404,323.609,352.4625,365.0416,368.84229999999997,371.88286,372.643
1,ttft_non_gpu_wall_ms,10,58.7697,58.05361818956679,4.508,46.68,148.52710000000002,153.35154999999997,157.21111,158.176
1,tpot_non_gpu_wall_ms,10,0.039273600000000006,0.002310299076358345,0.03769,0.0384725,0.0414201,0.04338255,0.04495251,0.045345
1,prefill_non_gpu_wall_ms,10,0.03779999999999999,0.0006324555320336764,0.037,0.038,0.0381,0.03855,0.03891,0.039
1,e2e_non_gpu_wall_ratio,10,0.10594010000000001,0.004315726292680452,0.098809,0.106838,0.1102179,0.11127045,0.11211249000000001,0.112323
1,ttft_non_gpu_wall_ratio,10,0.5904931,0.2840762995532675,0.193806,0.7084245,0.8878677,0.89095335,0.8934218700000001,0.894039
1,tpot_non_gpu_wall_ratio,10,0.0034086000000000003,0.00020040303834467635,0.003273,0.0033365,0.003594,0.0037649999999999997,0.0039018000000000004,0.003936
1,prefill_non_gpu_wall_ratio,10,0.0020150999999999997,3.524028628966825e-05,0.001968,0.002023,0.0020403,0.00205965,0.00207513,0.002079
1,queue_ms_phase_b,10,0.16330000000000003,0.021229172800129963,0.152,0.1555,0.17429999999999998,0.19814999999999994,0.21723,0.222
1,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1,raw_to_latency_submit_gap_ms_phase_b,10,0.4801,0.006657493689236385,0.47,0.48,0.4884,0.49019999999999997,0.49163999999999997,0.492
1,raw_e2e_ms_including_barrier_phase_b,10,3296.608,14.916709683364454,3271.724,3299.517,3312.4776,3315.2748,3317.51256,3318.072
1,raw_e2ft_ms_including_barrier_phase_b,10,77.97170000000001,58.072380419323835,23.731,65.91149999999999,167.76139999999998,172.5827,176.43974,177.404
1,prefill_active_thread_count,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
1,prefill_active_thread_count_edge,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
1,prefill_active_thread_count_sample_p90,10,3.7600000000000002,0.5561774297230455,3.0,4.0,4.06,4.329999999999999,4.545999999999999,4.6
1,prefill_active_thread_count_union,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
1,prefill_effective_cpu_cores,10,427.3727,158.7315043959103,6.827,477.097,528.2864999999999,529.35075,530.20215,530.415
1,decode_active_thread_count_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
1,decode_active_thread_count_edge_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
1,decode_active_thread_count_sample_p90_avg,10,2.7777000000000003,0.0354120193029303,2.71,2.7725,2.827,2.827,2.827,2.827
1,decode_active_thread_count_sample_max_peak,10,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
1,decode_active_thread_count_union_avg,10,3.5113,0.027944588027022238,3.451,3.5199999999999996,3.5338,3.5374,3.54028,3.541
1,decode_effective_cpu_cores_avg,10,441.58000000000004,7.919800642833265,428.915,439.58,452.69599999999997,452.831,452.939,452.966
1,decode_effective_cpu_cores_p90,10,584.9927,10.302417559323965,569.443,584.2135000000001,593.1237,599.6383500000001,604.8500700000001,606.153
1,decode_effective_cpu_cores_max,10,698.4172000000001,27.72842590716048,660.933,695.3595,736.514,743.9839999999999,749.9599999999999,751.454
1,prefill_total_threads_mean,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
1,decode_total_threads_mean_avg,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
1,decode_total_threads_max_peak,10,129.8,2.529822128134703,129.0,129.0,129.8,133.39999999999998,136.28,137.0
2,e2e_ms_phase_b,10,3296.1275,14.915491575688852,3271.253,3299.035,3311.9976,3314.7948,3317.03256,3317.592
2,ttft_ms_phase_b,10,77.49130000000001,58.07099580695264,23.259,65.4345,167.27769999999998,172.10035,175.95847,176.923
2,tpot_ms_phase_b,10,11.5217028,0.0076619098402419365,11.513502,11.521149000000001,11.5295478,11.5341504,11.53783248,11.538753
2,prefill_time_ms_phase_b,10,18.7593,0.05068870134896374,18.668,18.779,18.8021,18.80705,18.81101,18.812
2,ttft_compute_window_ms_phase_b,10,77.32780000000001,58.07860655621062,23.101,65.28150000000001,167.1192,171.9441,175.80402,176.769
2,e2e_non_gpu_wall_ms,10,349.24920000000003,15.767032918931404,323.609,352.4625,365.0416,368.84229999999997,371.88286,372.643
2,ttft_non_gpu_wall_ms,10,58.7697,58.05361818956679,4.508,46.68,148.52710000000002,153.35154999999997,157.21111,158.176
2,tpot_non_gpu_wall_ms,10,0.039273600000000006,0.002310299076358345,0.03769,0.0384725,0.0414201,0.04338255,0.04495251,0.045345
2,prefill_non_gpu_wall_ms,10,0.03779999999999999,0.0006324555320336764,0.037,0.038,0.0381,0.03855,0.03891,0.039
2,e2e_non_gpu_wall_ratio,10,0.10594010000000001,0.004315726292680452,0.098809,0.106838,0.1102179,0.11127045,0.11211249000000001,0.112323
2,ttft_non_gpu_wall_ratio,10,0.5904931,0.2840762995532675,0.193806,0.7084245,0.8878677,0.89095335,0.8934218700000001,0.894039
2,tpot_non_gpu_wall_ratio,10,0.0034086000000000003,0.00020040303834467635,0.003273,0.0033365,0.003594,0.0037649999999999997,0.0039018000000000004,0.003936
2,prefill_non_gpu_wall_ratio,10,0.0020150999999999997,3.524028628966825e-05,0.001968,0.002023,0.0020403,0.00205965,0.00207513,0.002079
2,queue_ms_phase_b,10,0.16330000000000003,0.021229172800129963,0.152,0.1555,0.17429999999999998,0.19814999999999994,0.21723,0.222
2,min_batch_barrier_observed_ms_phase_b,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,first_non_warmup_num_requests_max,10,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
2,first_non_warmup_min_batch_ok_all_ranks,10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2,raw_to_latency_submit_gap_ms_phase_b,10,0.22070000000000004,0.0026687491868330818,0.215,0.221,0.2231,0.22355,0.22391,0.224
2,raw_e2e_ms_including_barrier_phase_b,10,3296.3483,14.916042423064694,3271.472,3299.2555,3312.2212999999997,3315.01715,3317.25383,3317.813
2,raw_e2ft_ms_including_barrier_phase_b,10,77.71220000000001,58.07200079747746,23.477,65.6525,167.4997,172.32235,176.18047,177.145
2,prefill_active_thread_count,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
2,prefill_active_thread_count_edge,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
2,prefill_active_thread_count_sample_p90,10,3.7600000000000002,0.5561774297230455,3.0,4.0,4.06,4.329999999999999,4.545999999999999,4.6
2,prefill_active_thread_count_union,10,4.7,0.48304589153964794,4.0,5.0,5.0,5.0,5.0,5.0
